Account_ID,Account_Name,Category,Month,Debit,Credit
10000,Cash,Assets,2025-11,18442.66,0.0
11000,Accounts Receivable,Assets,2025-11,38134.46,0.0
12000,Inventory,Assets,2025-11,1705.28,0.0
13000,Prepaid Expenses,Assets,2025-11,6687.56,0.0
14000,Fixed Assets,Assets,2025-11,3254.13,0.0
15000,Accounts Payable,Liabilities,2025-11,0.0,2995.71
16000,Accrued Expenses,Liabilities,2025-11,0.0,42917.57
17000,Short-Term Debt,Liabilities,2025-11,0.0,35479.24
18000,Long-Term Debt,Liabilities,2025-11,0.0,24234.52
19000,Common Stock,Equity,2025-11,0.0,5793.87
20000,Retained Earnings,Equity,2025-11,0.0,25089.18
21000,Sales Revenue,Revenue,2025-11,0.0,24200.12
22000,Service Revenue,Revenue,2025-11,0.0,9486.89
23000,Interest Income,Revenue,2025-11,0.0,22258.73
24000,Other Income,Revenue,2025-11,0.0,20526.73
25000,Salaries Expense,Expense,2025-11,0.0,0.0
26000,Rent Expense,Expense,2025-11,0.0,0.0
27000,Utilities Expense,Expense,2025-11,0.0,0.0
28000,Supplies Expense,Expense,2025-11,0.0,0.0
29000,Insurance Expense,Expense,2025-11,0.0,0.0
30000,Depreciation Expense,Expense,2025-11,0.0,0.0
31000,Marketing Expense,Expense,2025-11,0.0,0.0
10000,Cash,Assets,2025-12,31176.65,0.0
11000,Accounts Receivable,Assets,2025-12,32119.59,0.0
12000,Inventory,Assets,2025-12,3219.9,0.0
13000,Prepaid Expenses,Assets,2025-12,19356.02,0.0
14000,Fixed Assets,Assets,2025-12,31667.14,0.0
15000,Accounts Payable,Liabilities,2025-12,0.0,25653.68
16000,Accrued Expenses,Liabilities,2025-12,0.0,42968.0
17000,Short-Term Debt,Liabilities,2025-12,0.0,33275.99
18000,Long-Term Debt,Liabilities,2025-12,0.0,8983.79
19000,Common Stock,Equity,2025-12,0.0,4457.87
20000,Retained Earnings,Equity,2025-12,0.0,32478.54
21000,Sales Revenue,Revenue,2025-12,0.0,2299.05
22000,Service Revenue,Revenue,2025-12,0.0,29703.0
23000,Interest Income,Revenue,2025-12,0.0,47071.28
24000,Other Income,Revenue,2025-12,0.0,29198.23
25000,Salaries Expense,Expense,2025-12,0.0,0.0
26000,Rent Expense,Expense,2025-12,0.0,0.0
27000,Utilities Expense,Expense,2025-12,0.0,0.0
28000,Supplies Expense,Expense,2025-12,0.0,0.0
29000,Insurance Expense,Expense,2025-12,0.0,0.0
30000,Depreciation Expense,Expense,2025-12,0.0,0.0
31000,Marketing Expense,Expense,2025-12,0.0,0.0
